station_id,capacity,station_code,station_name,lcd_racks,qr_racks,operation_type,capacity_source
ST-3335,20,,,,,,fallback_20
ST-3334,6,4141.0,우리은행장안지점 앞,,6.0,QR,seoul_open_data
ST-3333,7,4140.0,신설동역 4번출구,,7.0,QR,seoul_open_data
ST-3332,10,4347.0,논현지하보도,,10.0,QR,seoul_open_data
ST-3331,8,5884.0,GS강서타워,,8.0,QR,seoul_open_data
ST-3330,8,5883.0,영문초사거리,,8.0,QR,seoul_open_data
ST-333,20,,,,,,fallback_20
ST-3329,20,,,,,,fallback_20
ST-3328,7,4139.0,조일빌딩 앞,,7.0,QR,seoul_open_data
ST-3327,7,6176.0,유광사 여성병원 앞,,7.0,QR,seoul_open_data
ST-3326,7,4399.0,더리브 세종타워 앞,,7.0,QR,seoul_open_data
ST-3325,12,4398.0,유원지식산업센터 앞,,12.0,QR,seoul_open_data
ST-3324,10,6177.0,마곡롯데캐슬르웨스트,,10.0,QR,seoul_open_data
ST-3323,7,5882.0,휴젠느,,7.0,QR,seoul_open_data
ST-3322,7,5881.0,세계청소년NGO교육문화원,,7.0,QR,seoul_open_data
ST-3321,14,4397.0,마장축산물시장 북문 건너편,,14.0,QR,seoul_open_data
ST-3320,8,4396.0,마장축산물시장 서문 인근,,8.0,QR,seoul_open_data
ST-332,20,811.0, 녹사평역1번출구,,20.0,QR,seoul_open_data
ST-3319,7,5880.0,국회박물관,,7.0,QR,seoul_open_data
ST-3318,8,5879.0,국회도서관 2문 앞,,8.0,QR,seoul_open_data
ST-3317,5,4138.0,답십리 사거리,,5.0,QR,seoul_open_data
ST-3316,10,4137.0,답십리역 4번출구,,10.0,QR,seoul_open_data
ST-3315,20,5878.0,우리은행 앞,,20.0,QR,seoul_open_data
ST-3314,10,5877.0,문래동 꽃밭정원,,10.0,QR,seoul_open_data
ST-3313,10,5876.0,에이스하이테크시티 4동 앞,,10.0,QR,seoul_open_data
ST-3312,20,,,,,,fallback_20
ST-3311,15,3939.0,신도림역 3번출구,,15.0,QR,seoul_open_data
ST-3310,6,4345.0,반포역 4번출구,,6.0,QR,seoul_open_data
ST-331,10,810.0, 이태원지하보도,10.0,,LCD,seoul_open_data
ST-3309,8,3894.0,노룬산시장앞,,8.0,QR,seoul_open_data
ST-3308,20,,,,,,fallback_20
ST-3307,8,4931.0,디에이치퍼스티어아이파크 124동 앞,,8.0,QR,seoul_open_data
ST-3306,10,3937.0,개봉역 신영지웰에스테이트,,10.0,QR,seoul_open_data
ST-3305,8,6059.0,덕수중학교,,8.0,QR,seoul_open_data
ST-3304,15,4547.0,목동역 2번출구,,15.0,QR,seoul_open_data
ST-3303,10,3936.0,힐스테이트 신도림역,,10.0,QR,seoul_open_data
ST-3302,8,4935.0,도곡삼성래미안,,8.0,QR,seoul_open_data
ST-3301,20,,,,,,fallback_20
ST-3300,14,5781.0,올림픽공원 수영장,,14.0,QR,seoul_open_data
ST-330,10,809.0, 한남 유수지 복개주차장,,10.0,QR,seoul_open_data
ST-33,20,131.0, 증산2교,,20.0,QR,seoul_open_data
ST-3299,20,,,,,,fallback_20
ST-3298,20,,,,,,fallback_20
ST-3297,10,6058.0,서울도시건축전시관 옆,,10.0,QR,seoul_open_data
ST-3296,20,,,,,,fallback_20
ST-3295,20,,,,,,fallback_20
ST-3294,20,,,,,,fallback_20
ST-3293,20,,,,,,fallback_20
ST-3292,20,,,,,,fallback_20
ST-3291,6,6057.0,을지로5가(방산시장),,6.0,QR,seoul_open_data
ST-3290,20,,,,,,fallback_20
ST-329,10,808.0, 서빙고동 금호맨션 앞,,10.0,QR,seoul_open_data
ST-3289,13,5335.0,하계역 1번 출구,,13.0,QR,seoul_open_data
ST-3288,10,5333.0,노원역 9번-10번 출구 앞,,10.0,QR,seoul_open_data
ST-3287,11,5332.0,마들역 4번 출구,,11.0,QR,seoul_open_data
ST-3286,7,4136.0,롯데캐슬SKY-L65 D동 앞,,7.0,QR,seoul_open_data
ST-3285,20,,,,,,fallback_20
ST-3284,20,,,,,,fallback_20
ST-3283,7,5872.0,서경팰리스 앞,,7.0,QR,seoul_open_data
ST-3282,20,,,,,,fallback_20
ST-3281,10,6172.0,가양5단지아파트,,10.0,QR,seoul_open_data
ST-3280,20,,,,,,fallback_20
ST-328,10,807.0, 서울역 12번 출구 앞,,10.0,QR,seoul_open_data
ST-3279,6,4693.0,수색감리교회,,6.0,QR,seoul_open_data
ST-3278,20,,,,,,fallback_20
ST-3277,2,4394.0,서울시립24시간게스트하우스,,2.0,QR,seoul_open_data
ST-3276,12,6171.0,월드빌딩 앞,,12.0,QR,seoul_open_data
ST-3275,20,,,,,,fallback_20
ST-3274,20,,,,,,fallback_20
ST-3273,20,,,,,,fallback_20
ST-3272,8,5508.0,성산유수지공원,,8.0,QR,seoul_open_data
ST-3271,10,5507.0,아현래미안푸르지오아파트 104동 앞,,10.0,QR,seoul_open_data
ST-3270,20,,,,,,fallback_20
ST-327,20,806.0, 전자랜드 본관 앞,20.0,,LCD,seoul_open_data
ST-3269,8,4095.0,방학브라운스톤아파트,,8.0,QR,seoul_open_data
ST-3268,10,4930.0,학여울역 1번 출구,,10.0,QR,seoul_open_data
ST-3267,20,,,,,,fallback_20
ST-3266,20,,,,,,fallback_20
ST-3265,10,4393.0,상원삼거리 장안철교 아래,,10.0,QR,seoul_open_data
ST-3264,10,4425.0,하늘채코오롱아파트 앞,,10.0,QR,seoul_open_data
ST-3263,2,5100.0,강서도로사업소,,2.0,QR,seoul_open_data
ST-3262,10,5326.0,대진고교앞 교차로,,10.0,QR,seoul_open_data
ST-3261,20,5098.0,LG사이언스파크 W4동,,20.0,QR,seoul_open_data
ST-3260,40,5099.0,LG사이언스파크 E7동,,40.0,QR,seoul_open_data
ST-326,9,805.0, 문배어린이공원 앞,9.0,,LCD,seoul_open_data
ST-3259,40,5097.0,LG사이언스파크 E2동,,40.0,QR,seoul_open_data
ST-3258,18,4135.0,삼성생명 앞,,18.0,QR,seoul_open_data
ST-3257,20,,,,,,fallback_20
ST-3256,13,5323.0,하계역 4번출구 앞,,13.0,QR,seoul_open_data
ST-3255,8,6055.0,한국경제,,8.0,QR,seoul_open_data
ST-3254,6,4929.0,파스쿠찌 청담사거리점 앞,,6.0,QR,seoul_open_data
ST-3253,8,4843.0,봉화산역 4번 출구,,8.0,QR,seoul_open_data
ST-3252,10,3935.0,고대구로병원 앞,,10.0,QR,seoul_open_data
ST-3251,57,5096.0,LG사이언스파크 E14동,,57.0,QR,seoul_open_data
ST-3250,13,5871.0,건영상가 앞,,13.0,QR,seoul_open_data
ST-325,20,,,,,,fallback_20
ST-3249,7,4643.0,한가람아파트 앞,,7.0,QR,seoul_open_data
ST-3248,20,,,,,,fallback_20
ST-3247,11,5777.0,호반써밋12단지,,11.0,QR,seoul_open_data
ST-3246,20,,,,,,fallback_20
ST-3245,20,,,,,,fallback_20
ST-3244,10,5506.0,월드컵참누리아파트,,10.0,QR,seoul_open_data
ST-3243,7,4925.0,청담백영빌딩 앞,,7.0,QR,seoul_open_data
ST-3242,10,5775.0,가락시장역 5번출구,,10.0,QR,seoul_open_data
ST-3241,10,5869.0,영등포아트홀 앞,,10.0,QR,seoul_open_data
ST-3240,10,4926.0,대치우성아파트 사거리,,10.0,QR,seoul_open_data
ST-324,9,802.0, 한강진역 2번 출구 앞,9.0,,LCD,seoul_open_data
ST-3239,10,5870.0,LG트윈타워 앞,,10.0,QR,seoul_open_data
ST-3238,6,5868.0,로프트시티오피스텔,,6.0,QR,seoul_open_data
ST-3237,10,3933.0,오류동부골든아파트 후문 옆,,10.0,QR,seoul_open_data
ST-3236,5,3988.0,엘아르베뉴 102동 앞,,5.0,QR,seoul_open_data
ST-3235,10,5867.0,H타워 앞,,10.0,QR,seoul_open_data
ST-3234,6,3726.0,삼양동사거리,,6.0,QR,seoul_open_data
ST-3233,20,4842.0,면목라온프라이빗 아파트,,20.0,QR,seoul_open_data
ST-3232,12,5773.0,송파시그니처롯데캐슬,,12.0,QR,seoul_open_data
ST-3231,20,,,,,,fallback_20
ST-3230,10,5774.0,가락본동주민센터 인근,,10.0,QR,seoul_open_data
ST-323,20,,,,,,fallback_20
ST-3229,20,,,,,,fallback_20
ST-3228,5,4390.0,신답역 1번출구,,5.0,QR,seoul_open_data
ST-3227,14,4546.0,목동운동장 주경기장,,14.0,QR,seoul_open_data
ST-3226,9,5095.0,원당근린공원,,9.0,QR,seoul_open_data
ST-3225,7,3934.0,철도교통관제센터 정문 앞,,7.0,QR,seoul_open_data
ST-3224,10,4545.0,청소년음악센터,,10.0,QR,seoul_open_data
ST-3223,7,3931.0,천왕역 3번 출구 뒤,,7.0,QR,seoul_open_data
ST-3222,10,3932.0,개봉센트레빌레우스아파트 앞,,10.0,QR,seoul_open_data
ST-3221,5,4341.0,영동1교 북단,,5.0,QR,seoul_open_data
ST-3220,5,4340.0,방배래미안아트힐아파트 앞,,5.0,QR,seoul_open_data
ST-322,15,800.0, 목월공원 앞,15.0,,LCD,seoul_open_data
ST-3219,10,3987.0,LG전자가산A와 가산테라타워 사이,,10.0,QR,seoul_open_data
ST-3218,20,,,,,,fallback_20
ST-3217,20,,,,,,fallback_20
ST-3216,20,,,,,,fallback_20
ST-3215,8,4544.0,경창시장,,8.0,QR,seoul_open_data
ST-3214,12,5768.0,방이삼거리,,12.0,QR,seoul_open_data
ST-3213,7,5504.0,아현교회,,7.0,QR,seoul_open_data
ST-3212,8,5866.0,포레나 당산,,8.0,QR,seoul_open_data
ST-3211,5,5321.0,불암아파트 앞,,5.0,QR,seoul_open_data
ST-3210,5,6054.0,청구e편한세상아파트 113동 앞,,5.0,QR,seoul_open_data
ST-321,10,714.0, 한국SGI 양천문화회관 앞,10.0,,LCD,seoul_open_data
ST-3209,5,4952.0,천호시장 버스정류소 옆,,5.0,QR,seoul_open_data
ST-3208,8,4924.0,논현동가구거리,,8.0,QR,seoul_open_data
ST-3207,9,4923.0,수협대치동지점,,9.0,QR,seoul_open_data
ST-3206,10,4134.0,제기동 현대아파트 앞,,10.0,QR,seoul_open_data
ST-3205,5,4389.0,서울숲역3번출구,,5.0,QR,seoul_open_data
ST-3204,10,5865.0,더리브오피스텔 앞,,10.0,QR,seoul_open_data
ST-3203,10,4423.0,현대백화점 미아점,,10.0,QR,seoul_open_data
ST-3202,10,4275.0,농협생명본사빌딩 서관,,10.0,QR,seoul_open_data
ST-3201,5,4690.0,은평뉴타운폭포동 힐스테이트4단지,,5.0,QR,seoul_open_data
ST-3200,8,5864.0,장훈고 앞,,8.0,QR,seoul_open_data
ST-320,20,713.0, 양서중학교 옆,,20.0,QR,seoul_open_data
ST-32,10,130.0, 신촌역(2호선) 7번출구 앞,,10.0,QR,seoul_open_data
ST-3199,20,,,,,,fallback_20
ST-3198,7,4133.0,래미안허브리츠아파트 앞,,7.0,QR,seoul_open_data
ST-3197,20,,,,,,fallback_20
ST-3196,5,3986.0,청년주택 독산동점,,5.0,QR,seoul_open_data
ST-3195,10,3928.0,고척아이파크아파트 106동 앞,,10.0,QR,seoul_open_data
ST-3194,15,3929.0,고척아이파크아파트 205동 앞,,15.0,QR,seoul_open_data
ST-3193,20,,,,,,fallback_20
ST-3192,20,,,,,,fallback_20
ST-3191,20,,,,,,fallback_20
ST-3190,15,5766.0,북위례1,,15.0,QR,seoul_open_data
ST-319,14,712.0, 강월초교입구 사거리,14.0,,LCD,seoul_open_data
ST-3189,8,3930.0,온수역 2번 출구 앞,,8.0,QR,seoul_open_data
ST-3188,7,3890.0,웰츠타워 오피스텔,,7.0,QR,seoul_open_data
ST-3187,14,5862.0,당산역11번출구,,14.0,QR,seoul_open_data
ST-3186,20,,,,,,fallback_20
ST-3185,20,,,,,,fallback_20
ST-3184,20,3724.0,삼양동주민센터 앞,,20.0,QR,seoul_open_data
ST-3183,20,,,,,,fallback_20
ST-3182,9,3927.0,구로월드아파트 앞,,9.0,QR,seoul_open_data
ST-3181,10,4337.0,우면산등산로입구,,10.0,QR,seoul_open_data
ST-3180,10,4336.0,서울교육청 교육연수원 앞,,10.0,QR,seoul_open_data
ST-318,20,711.0, 신일해피트리아파트 앞,20.0,,LCD,seoul_open_data
ST-3179,5,4917.0,일원에코파크 주차장,,5.0,QR,seoul_open_data
ST-3178,6,4919.0,학여울역사거리(은마아파트),,6.0,QR,seoul_open_data
ST-3177,10,4092.0,도봉경찰서 교차로,,10.0,QR,seoul_open_data
ST-3176,20,,,,,,fallback_20
ST-3175,15,4090.0,녹천교 앞 사거리,,15.0,QR,seoul_open_data
ST-3174,10,5319.0,연해피빌 앞,,10.0,QR,seoul_open_data
ST-3173,10,4132.0,이문삼익아파트 앞,,10.0,QR,seoul_open_data
ST-3172,20,,,,,,fallback_20
ST-3171,10,5860.0,어울림병원 앞,,10.0,QR,seoul_open_data
ST-3170,10,5861.0,보라주유소 앞,,10.0,QR,seoul_open_data
ST-317,10,710.0, 금옥여고보도육교,,10.0,QR,seoul_open_data
ST-3169,10,4689.0,은평서해그랑블아파트앞,,10.0,QR,seoul_open_data
ST-3168,15,4841.0,중화수경공원,,15.0,QR,seoul_open_data
ST-3167,5,5317.0,공릉동 신도1차 아파트 뒤,,5.0,QR,seoul_open_data
ST-3166,8,3820.0, 은천삼거리,,8.0,QR,seoul_open_data
ST-3165,8,4131.0, 베네스트 오피스텔 앞,,8.0,QR,seoul_open_data
ST-3164,5,4916.0, 청담역 1번출구,,5.0,QR,seoul_open_data
ST-3163,9,4543.0, 오목교역 6번 출구,,9.0,QR,seoul_open_data
ST-3162,12,5765.0, 삼전동주민센터 건너편,,12.0,QR,seoul_open_data
ST-3161,5,6053.0, 중부세무서 앞,,5.0,QR,seoul_open_data
ST-3160,10,5859.0, 여의도 삼부아파트,,10.0,QR,seoul_open_data
ST-316,20,709.0, 신정3동 현장민원실 앞,20.0,,LCD,seoul_open_data
ST-3159,10,4642.0, 용산더프라임아파트 101동 앞,,10.0,QR,seoul_open_data
ST-3158,20,,,,,,fallback_20
ST-3157,20,,,,,,fallback_20
ST-3156,20,,,,,,fallback_20
ST-3155,5,4128.0, 종암초등학교 뒤(새울센스빌),,5.0,QR,seoul_open_data
ST-3154,20,,,,,,fallback_20
ST-3153,20,,,,,,fallback_20
ST-3152,20,,,,,,fallback_20
ST-3151,8,5764.0, 한국체육대학교,,8.0,QR,seoul_open_data
ST-3150,20,,,,,,fallback_20
ST-315,16,708.0, 서울출입국관리사무소 앞,16.0,,LCD,seoul_open_data
ST-3149,20,,,,,,fallback_20
ST-3148,8,5760.0, 풍납사거리 성내유수지,,8.0,QR,seoul_open_data
ST-3147,5,4951.0, 강동농협 버스정류소 앞(광채빌라),,5.0,QR,seoul_open_data
ST-3146,5,4542.0, 월정초 사거리,,5.0,QR,seoul_open_data
ST-3145,8,5091.0, 보타닉파크타워2,,8.0,QR,seoul_open_data
ST-3144,5,4333.0, 서울고등학교 건너편,,5.0,QR,seoul_open_data
ST-3143,13,3819.0, 서울대벤처타운역,,13.0,QR,seoul_open_data
ST-3142,10,5858.0, 영등포역5번출구,,10.0,QR,seoul_open_data
ST-3141,6,5759.0, 풍납근린공원,,6.0,QR,seoul_open_data
ST-3140,10,4274.0, 신촌 파랑고래 입구,,10.0,QR,seoul_open_data
ST-314,20,,,,,,fallback_20
ST-3139,5,4270.0, 우국한마음 아파트 맞은편,,5.0,QR,seoul_open_data
ST-3138,10,4641.0, 아메리칸센터,,10.0,QR,seoul_open_data
ST-3137,10,5090.0, 대상연구소,,10.0,QR,seoul_open_data
ST-3136,20,,,,,,fallback_20
ST-3135,8,4640.0, 원효로2가 교차로,,8.0,QR,seoul_open_data
ST-3134,20,,,,,,fallback_20
ST-3133,10,5758.0, 올림픽선수기자촌아파트 123동 근처,,10.0,QR,seoul_open_data
ST-3132,20,,,,,,fallback_20
ST-3131,10,5756.0, 극동아파트,,10.0,QR,seoul_open_data
ST-3130,5,5503.0, 마포아트센터 앞,,5.0,QR,seoul_open_data
ST-313,15,706.0, 신정네거리역,,15.0,QR,seoul_open_data
ST-3129,8,5087.0, 연세강서빌딩,,8.0,QR,seoul_open_data
ST-3128,40,5089.0, LG사이언스파크 E10동,,40.0,QR,seoul_open_data
ST-3127,10,4687.0, 역촌센트레빌아파트 101동 앞,,10.0,QR,seoul_open_data
ST-3126,7,4686.0, 우물골 근린공원,,7.0,QR,seoul_open_data
ST-3125,16,5088.0, 등촌역 센터스퀘어,,16.0,QR,seoul_open_data
ST-3124,10,3925.0, 중앙유통단지 앞 B,,10.0,QR,seoul_open_data
ST-3123,20,,,,,,fallback_20
ST-3122,6,5314.0, 월계1동주민센터 앞,,6.0,QR,seoul_open_data
ST-3121,8,4387.0, 성수역 1번출구 주변,,8.0,QR,seoul_open_data
ST-3120,5,4386.0, 현대자동차 동부서비스센터 주변,,5.0,QR,seoul_open_data
ST-312,14,704.0, 남부법원검찰청 교차로,14.0,,LCD,seoul_open_data
ST-3119,20,,,,,,fallback_20
ST-3118,8,5086.0, 가양테크노타운,,8.0,QR,seoul_open_data
ST-3117,6,4181.0, 보라매공원역 2번출구,,6.0,QR,seoul_open_data
ST-3116,20,,,,,,fallback_20
ST-3115,6,4915.0, 영동중앙교회 버스정류장,,6.0,QR,seoul_open_data
ST-3114,7,4273.0, 홍연2교 사거리,,7.0,QR,seoul_open_data
ST-3113,7,4272.0, 홍남교 사거리,,7.0,QR,seoul_open_data
ST-3112,6,4914.0, 도심공항타워 앞,,6.0,QR,seoul_open_data
ST-3111,7,4913.0, 레베쌍트 빌딩 앞,,7.0,QR,seoul_open_data
ST-3110,20,,,,,,fallback_20
ST-311,12,703.0, 오목교역 7번출구 앞,,12.0,QR,seoul_open_data
ST-3109,20,,,,,,fallback_20
ST-3108,6,4909.0, 노보텔 앰배서더 앞,,6.0,QR,seoul_open_data
ST-3107,7,4271.0, 충정로역 1번 출구,,7.0,QR,seoul_open_data
ST-3106,4,4180.0, 흑석동주민센터 입구,,4.0,QR,seoul_open_data
ST-3105,10,4179.0, 보라매병원역 1번출구,,10.0,QR,seoul_open_data
ST-3104,10,4540.0, 목동역 3번 출구,,10.0,QR,seoul_open_data
ST-3103,10,3924.0, 오류동 계림웨스트밸리 앞,,10.0,QR,seoul_open_data
ST-3102,15,5857.0, U레지던스 앞,,15.0,QR,seoul_open_data
ST-3101,5,5309.0, 월계 롯데캐슬아파트 뒤,,5.0,QR,seoul_open_data
ST-3100,10,5084.0, 강서우체국,,10.0,QR,seoul_open_data
ST-310,19,702.0, 목4동주민센터 옆,19.0,,LCD,seoul_open_data
ST-31,10,129.0, 신촌역(2호선) 6번출구 옆,,10.0,QR,seoul_open_data
ST-3099,5,4385.0, 용답동 우체국 주변,,5.0,QR,seoul_open_data
ST-3098,8,3700.0, 강변그대가리버뷰 입구 맞은편,,8.0,QR,seoul_open_data
ST-3097,20,,,,,,fallback_20
ST-3096,5,4908.0, SB타워 앞,,5.0,QR,seoul_open_data
ST-3095,25,4685.0, DMC역 5번 출구(수색역 방향),,25.0,QR,seoul_open_data
ST-3094,9,5082.0, 가양역 7번출구,,9.0,QR,seoul_open_data
ST-3093,20,,,,,,fallback_20
ST-3092,10,4087.0, 우이교 교차로,,10.0,QR,seoul_open_data
ST-3091,10,4086.0, 도봉로 534,,10.0,QR,seoul_open_data
ST-3090,15,4719.0, 종로문화원 건너편,,15.0,QR,seoul_open_data
ST-309,8,701.0, 목동사거리 부근,8.0,,LCD,seoul_open_data
ST-3089,9,4541.0, 갈산문화예술센터,,9.0,QR,seoul_open_data
ST-3088,10,3923.0, 구로공구상가 앞,,10.0,QR,seoul_open_data
ST-3087,20,,,,,,fallback_20
ST-3086,5,4332.0, 이수교차로,,5.0,QR,seoul_open_data
ST-3085,6,3698.0, 명일역 3번출구 옆,,6.0,QR,seoul_open_data
ST-3084,10,5080.0, 가양역 1번출구,,10.0,QR,seoul_open_data
ST-3083,10,4639.0, 동빙고근린공원,,10.0,QR,seoul_open_data
ST-3082,10,4638.0, 청파동삼거리 앞,,10.0,QR,seoul_open_data
ST-3081,10,4637.0, 용산시티파크 101동 앞,,10.0,QR,seoul_open_data
ST-3080,8,4636.0, 용산구꿈나무종합타운 앞,,8.0,QR,seoul_open_data
ST-308,20,700.0, KB국민은행 염창역 지점 앞,20.0,,LCD,seoul_open_data
ST-3079,10,4905.0, 강남경찰서,,10.0,QR,seoul_open_data
ST-3078,5,4907.0, 극동스포츠 앞,,5.0,QR,seoul_open_data
ST-3077,10,4906.0, 섬유센터 앞,,10.0,QR,seoul_open_data
ST-3076,10,4684.0, 응암2동주민센터 버스정류장(영락중학교 방면),,10.0,QR,seoul_open_data
ST-3075,10,4718.0, 광화문역 6번출구 옆 A,,10.0,QR,seoul_open_data
ST-3074,20,,,,,,fallback_20
ST-3073,20,,,,,,fallback_20
ST-3072,20,,,,,,fallback_20
ST-3071,9,5753.0, 호반써밋,,9.0,QR,seoul_open_data
ST-3070,6,5752.0, 풍납백제문화공원 옆 인근,,6.0,QR,seoul_open_data
ST-307,17,259.0, 대방역6번출구,,17.0,QR,seoul_open_data
ST-3069,10,5751.0, 송파여성축구장,,10.0,QR,seoul_open_data
ST-3068,10,5078.0, 왈도강서캠퍼스 앞,,10.0,QR,seoul_open_data
ST-3067,16,3922.0, 서울남부교정시설 앞,,16.0,QR,seoul_open_data
ST-3066,6,4903.0, 신사스퀘어,,6.0,QR,seoul_open_data
ST-3065,10,4178.0, 이수성결교회 옆,,10.0,QR,seoul_open_data
ST-3064,8,4177.0, 롯데캐슬 101동 앞,,8.0,QR,seoul_open_data
ST-3063,20,,,,,,fallback_20
ST-3062,8,4269.0, 연희IC 남측,,8.0,QR,seoul_open_data
ST-3061,10,5853.0, 여의도역2번출구 앞,,10.0,QR,seoul_open_data
ST-3060,20,,,,,,fallback_20
ST-306,14,258.0, 신길역3번출구,,14.0,QR,seoul_open_data
ST-3059,8,4539.0, 목동7단지아파트 A상가,,8.0,QR,seoul_open_data
ST-3058,10,4683.0, 은평 성모병원 사거리,,10.0,QR,seoul_open_data
ST-3057,20,,,,,,fallback_20
ST-3056,5,4634.0, 이태원역 3번 출구,,5.0,QR,seoul_open_data
ST-3055,10,3920.0, 개봉역2번출구 B,,10.0,QR,seoul_open_data
ST-3054,12,4621.0, 남산도서관 앞,,12.0,QR,seoul_open_data
ST-3053,5,4801.0, 충정로역 2호선(엘리베이터 앞),,5.0,QR,seoul_open_data
ST-3052,5,4800.0, 필동 삼거리,,5.0,QR,seoul_open_data
ST-3051,6,4267.0, 서대문역 2번 출구,,6.0,QR,seoul_open_data
ST-3050,20,,,,,,fallback_20
ST-305,20,,,,,,fallback_20
ST-3049,5,3651.0, 개포동역 4번출구,,5.0,QR,seoul_open_data
ST-3048,10,4538.0, 양천공영차고지,,10.0,QR,seoul_open_data
ST-3047,6,4537.0, 서울남부지방검찰청 후문,,6.0,QR,seoul_open_data
ST-3046,8,4418.0, 종암동 동덕여대 제2생활관 앞,,8.0,QR,seoul_open_data
ST-3045,10,4417.0, 성북청소년문화의집,,10.0,QR,seoul_open_data
ST-3044,4,4383.0, 푸조비즈타워 앞,,4.0,QR,seoul_open_data
ST-3043,7,4382.0, 페코텍글로벌허브빌딩 앞,,7.0,QR,seoul_open_data
ST-3042,8,4381.0, 더스페이스타워 앞,,8.0,QR,seoul_open_data
ST-3041,7,5852.0, 대림동현대2차 201동 앞,,7.0,QR,seoul_open_data
ST-3040,15,5851.0, 도림천 건널목 위,,15.0,QR,seoul_open_data
ST-304,10,256.0, 동아에코빌입구,10.0,,LCD,seoul_open_data
ST-3039,20,,,,,,fallback_20
ST-3038,6,4419.0, 성북구 한예종 캠퍼스 본관,,6.0,QR,seoul_open_data
ST-3037,10,3917.0, 성공회대학교,,10.0,QR,seoul_open_data
ST-3036,20,,,,,,fallback_20
ST-3035,20,,,,,,fallback_20
ST-3034,20,,,,,,fallback_20
ST-3033,5,4264.0, 홍남교 버스정류장,,5.0,QR,seoul_open_data
ST-3032,5,3980.0, 금천현대홈타운 후문 서부샛길,,5.0,QR,seoul_open_data
ST-3031,16,5076.0, 메이필드호텔앞,,16.0,QR,seoul_open_data
ST-3030,10,4601.0,양평역2번출구 뒤,,10.0,QR,seoul_open_data
ST-303,15,255.0, 도림사거리,15.0,,LCD,seoul_open_data
ST-3029,10,3975.0,현대시티아울렛 가산,,10.0,QR,seoul_open_data
ST-3028,6,4681.0,박석고개(은평소방서) 앞,,6.0,QR,seoul_open_data
ST-3027,9,4266.0,국민연금공단충정로사옥,,9.0,QR,seoul_open_data
ST-3026,8,4083.0,도봉아이나라도서관 앞,,8.0,QR,seoul_open_data
ST-3025,7,4838.0,동원사거리 행복오피스텔 앞,,7.0,QR,seoul_open_data
ST-3024,20,,,,,,fallback_20
ST-3023,20,,,,,,fallback_20
ST-3022,20,,,,,,fallback_20
ST-3021,10,4248.0, 신촌 교보빌딩,,10.0,QR,seoul_open_data
ST-3020,10,4247.0, 서울서부지방법원등기국앞,,10.0,QR,seoul_open_data
ST-302,10,254.0, 도림신협 앞,10.0,,LCD,seoul_open_data
ST-3019,5,4246.0, 상수역새마을금고,,5.0,QR,seoul_open_data
ST-3018,20,,,,,,fallback_20
ST-3017,10,4244.0, 당인리발전소 공원 앞,,10.0,QR,seoul_open_data
ST-3016,20,,,,,,fallback_20
ST-3015,4,5301.0, 상계주공1단지 버스정류장 옆(대원빌딩 앞),,4.0,QR,seoul_open_data
ST-3014,20,,,,,,fallback_20
ST-3013,14,3919.0, 구로역·NC신구로점 버스정류장(구로역 방면),,14.0,QR,seoul_open_data
ST-3012,5,3886.0,광진구 민방위교육센터,,5.0,QR,seoul_open_data
ST-3011,10,4600.0, 영등포구 총괄 우체국,,10.0,QR,seoul_open_data
ST-3010,20,,,,,,fallback_20
ST-301,20,,,,,,fallback_20
ST-3009,11,4327.0, 몽마르뜨공원입구,,11.0,QR,seoul_open_data
ST-3008,5,4222.0, 서울디자인고등학교 앞,,5.0,QR,seoul_open_data
ST-3007,20,,,,,,fallback_20
ST-3006,7,4835.0, 망우동 본죽 앞,,7.0,QR,seoul_open_data
ST-3005,20,,,,,,fallback_20
ST-3004,20,,,,,,fallback_20
ST-3003,8,4377.0, 우영테크노센터 앞,,8.0,QR,seoul_open_data
ST-3002,11,4373.0, 서울숲 지식산업센터,,11.0,QR,seoul_open_data
ST-3001,20,,,,,,fallback_20
ST-3000,20,,,,,,fallback_20
ST-300,10,252.0, 보라매역4번출구,,10.0,QR,seoul_open_data
ST-30,20,128.0, 신촌역(2호선) 1번출구 옆,,20.0,QR,seoul_open_data
ST-3,20,,,,,,fallback_20
ST-2999,5,3984.0, 가산롯데아이티캐슬,,5.0,QR,seoul_open_data
ST-2998,20,,,,,,fallback_20
ST-2997,10,3918.0, 이좋은집오피스텔 앞,,10.0,QR,seoul_open_data
ST-2996,10,3818.0, 은천교회 앞,,10.0,QR,seoul_open_data
ST-2995,8,3816.0, 관악 GSfresh,,8.0,QR,seoul_open_data
ST-2994,10,5075.0, 등촌역 1번출구,,10.0,QR,seoul_open_data
ST-2993,10,5074.0," 마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)",,10.0,QR,seoul_open_data
ST-2992,6,5073.0, 우장산역 헤링턴타워 앞,,6.0,QR,seoul_open_data
ST-2991,15,4897.0, 잠실주공5단지1,,15.0,QR,seoul_open_data
ST-2990,20,,,,,,fallback_20
ST-299,10,251.0, 서울지방병무청 버스정류장,,10.0,QR,seoul_open_data
ST-2989,20,,,,,,fallback_20
ST-2988,6,4895.0, 위례포레샤인15단지 상가,,6.0,QR,seoul_open_data
ST-2987,6,4887.0, 호돌이상가,,6.0,QR,seoul_open_data
ST-2986,6,4886.0, 배명고등학교 건너편,,6.0,QR,seoul_open_data
